Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income
38,Master's,Healthcare,2,Rural,26,Single,Full-time,5,Own,Apartment,Male,Car,3517548
63,Bachelor's,Technology,0,Urban,29,Divorced,Full-time,6,Rent,Apartment,Male,Car,3172498
48,Bachelor's,Technology,4,Urban,41,Married,Full-time,3,Rent,Single-family home,Male,Biking,64932
50,High School,Technology,5,Urban,18,Single,Self-employed,1,Own,Single-family home,Male,Biking,74718
46,Bachelor's,Healthcare,1,Urban,22,Single,Self-employed,2,Rent,Single-family home,Male,Car,65350
23,Doctorate,Healthcare,5,Rural,29,Single,Full-time,6,Own,Townhouse,Male,Public transit,74610
21,High School,Finance,0,Suburban,26,Divorced,Self-employed,4,Own,Single-family home,Female,Walking,74686
37,Doctorate,Technology,5,Rural,4,Married,Full-time,1,Own,Single-family home,Female,Biking,75110
46,Bachelor's,Healthcare,5,Rural,24,Single,Full-time,3,Own,Apartment,Male,Biking,199158
41,Bachelor's,Technology,4,Suburban,5,Single,Self-employed,4,Rent,Apartment,Male,Public transit,64912
68,Master's,Technology,4,Urban,24,Married,Self-employed,3,Rent,Single-family home,Female,Walking,74640
35,High School,Technology,0,Suburban,7,Divorced,Full-time,1,Own,Apartment,Male,Public transit,2536154
35,Bachelor's,Healthcare,0,Urban,36,Married,Part-time,6,Own,Apartment,Female,Car,72942
70,Bachelor's,Finance,0,Urban,35,Married,Full-time,7,Rent,Apartment,Male,Public transit,70232
23,Bachelor's,Education,3,Urban,20,Married,Part-time,2,Rent,Single-family home,Male,Public transit,71840
58,Bachelor's,Others,4,Urban,50,Single,Self-employed,3,Rent,Townhouse,Female,Car,74612
68,Master's,Healthcare,4,Urban,0,Divorced,Full-time,6,Rent,Single-family home,Male,Biking,67804
54,Master's,Technology,3,Suburban,15,Single,Full-time,1,Rent,Townhouse,Female,Car,66730
51,Master's,Finance,1,Suburban,20,Married,Part-time,7,Rent,Townhouse,Female,Public transit,72910
48,High School,Finance,3,Urban,11,Married,Full-time,6,Own,Apartment,Male,Car,66518
59,Bachelor's,Healthcare,4,Urban,21,Divorced,Full-time,4,Rent,Single-family home,Male,Public transit,231817
57,High School,Healthcare,3,Urban,21,Single,Full-time,7,Rent,Apartment,Male,Car,67002
60,Master's,Technology,4,Suburban,8,Married,Part-time,7,Own,Single-family home,Male,Car,8466668
21,High School,Healthcare,1,Urban,35,Married,Full-time,3,Own,Apartment,Female,Biking,72370
54,Bachelor's,Education,5,Urban,44,Single,Part-time,6,Own,Apartment,Female,Walking,3183792
59,Bachelor's,Healthcare,3,Urban,44,Married,Part-time,1,Own,Apartment,Female,Walking,65228
27,Bachelor's,Finance,5,Urban,33,Single,Part-time,1,Own,Townhouse,Female,Biking,66606
29,Bachelor's,Others,1,Urban,37,Divorced,Full-time,2,Own,Apartment,Female,Car,73526
59,Master's,Others,5,Rural,8,Single,Self-employed,3,Own,Single-family home,Male,Public transit,258996
38,Master's,Education,5,Suburban,30,Single,Full-time,5,Rent,Townhouse,Female,Biking,2218208
56,High School,Others,2,Urban,14,Married,Part-time,5,Own,Apartment,Female,Biking,136696
29,Master's,Healthcare,3,Urban,29,Married,Full-time,7,Rent,Apartment,Male,Public transit,350894
18,Master's,Others,2,Urban,14,Divorced,Self-employed,6,Own,Apartment,Female,Public transit,69312
29,Master's,Healthcare,5,Urban,35,Single,Part-time,5,Own,Single-family home,Male,Public transit,65612
39,Bachelor's,Finance,3,Urban,42,Single,Part-time,6,Rent,Apartment,Male,Public transit,833045
50,High School,Others,1,Urban,11,Single,Part-time,7,Rent,Single-family home,Female,Public transit,68002
37,Bachelor's,Others,5,Urban,28,Married,Part-time,7,Own,Apartment,Male,Public transit,716017
42,Bachelor's,Finance,3,Urban,11,Single,Full-time,3,Own,Apartment,Male,Walking,66242
59,Master's,Technology,5,Rural,46,Single,Part-time,3,Rent,Apartment,Male,Car,214705
52,Bachelor's,Education,5,Suburban,48,Married,Part-time,5,Rent,Apartment,Female,Public transit,74404
21,Bachelor's,Others,1,Urban,15,Married,Part-time,6,Own,Single-family home,Female,Car,65396
51,High School,Education,4,Urban,46,Married,Full-time,4,Rent,Single-family home,Male,Walking,131034
26,Bachelor's,Finance,1,Urban,1,Married,Part-time,1,Own,Single-family home,Male,Car,7460523
52,Master's,Healthcare,1,Urban,15,Married,Full-time,5,Own,Apartment,Female,Public transit,70304
45,Master's,Others,4,Urban,26,Married,Self-employed,7,Own,Apartment,Male,Walking,71112
21,Bachelor's,Healthcare,0,Urban,38,Single,Part-time,6,Own,Apartment,Female,Public transit,69226
20,Bachelor's,Healthcare,4,Urban,1,Single,Full-time,6,Rent,Apartment,Female,Car,70804
40,Bachelor's,Technology,3,Urban,22,Divorced,Full-time,4,Own,Single-family home,Male,Car,74868
36,High School,Healthcare,3,Suburban,18,Single,Self-employed,6,Rent,Single-family home,Male,Biking,742548
55,Master's,Technology,2,Urban,21,Married,Full-time,7,Rent,Townhouse,Female,Car,74434
47,Bachelor's,Healthcare,0,Suburban,11,Married,Full-time,6,Rent,Single-family home,Female,Public transit,668710
41,Master's,Others,2,Urban,3,Married,Full-time,2,Rent,Single-family home,Female,Car,65632
25,Bachelor's,Others,5,Urban,15,Married,Full-time,7,Rent,Apartment,Male,Walking,74742
18,Master's,Healthcare,4,Urban,28,Divorced,Self-employed,7,Own,Single-family home,Male,Public transit,68772
55,Doctorate,Healthcare,4,Rural,41,Married,Part-time,5,Own,Single-family home,Female,Car,66776
64,Bachelor's,Technology,4,Rural,29,Married,Part-time,3,Own,Townhouse,Female,Public transit,74876
51,Bachelor's,Healthcare,4,Suburban,17,Single,Full-time,6,Own,Single-family home,Male,Biking,72810
30,High School,Finance,4,Urban,44,Married,Full-time,7,Own,Single-family home,Female,Biking,66586
54,Master's,Education,3,Urban,0,Married,Full-time,3,Own,Townhouse,Male,Car,74262
48,High School,Technology,3,Urban,45,Divorced,Self-employed,2,Own,Townhouse,Female,Biking,1290515
53,Master's,Others,2,Suburban,30,Married,Part-time,1,Own,Townhouse,Female,Biking,72652
45,Bachelor's,Education,5,Urban,9,Single,Full-time,7,Own,Apartment,Male,Biking,190220
54,Master's,Technology,2,Urban,12,Married,Part-time,3,Own,Townhouse,Female,Biking,71770
28,Master's,Healthcare,0,Urban,26,Divorced,Full-time,1,Rent,Townhouse,Female,Car,68830
22,Bachelor's,Technology,5,Urban,21,Married,Part-time,3,Rent,Townhouse,Male,Public transit,907568
36,Bachelor's,Technology,5,Rural,35,Married,Self-employed,2,Rent,Apartment,Male,Walking,2029283
33,High School,Healthcare,0,Urban,50,Married,Self-employed,5,Rent,Townhouse,Male,Public transit,71136
43,High School,Healthcare,1,Suburban,21,Single,Full-time,3,Rent,Single-family home,Female,Biking,716839
67,High School,Others,0,Rural,28,Married,Self-employed,6,Own,Apartment,Female,Public transit,2218081
46,Bachelor's,Others,3,Rural,0,Single,Full-time,1,Own,Townhouse,Male,Car,66480
48,Bachelor's,Education,1,Urban,45,Single,Part-time,7,Own,Single-family home,Male,Biking,66960
70,High School,Finance,2,Urban,44,Divorced,Full-time,7,Rent,Apartment,Female,Public transit,4939549
41,High School,Healthcare,4,Suburban,37,Divorced,Part-time,5,Own,Apartment,Female,Public transit,641835
22,Bachelor's,Education,3,Suburban,36,Single,Full-time,2,Rent,Single-family home,Male,Biking,371642
19,Master's,Healthcare,5,Urban,9,Single,Self-employed,5,Own,Apartment,Female,Car,65018
57,Master's,Others,1,Urban,6,Single,Part-time,1,Rent,Single-family home,Male,Car,71774
21,Bachelor's,Education,3,Urban,20,Single,Self-employed,3,Rent,Apartment,Female,Biking,48221
28,High School,Others,4,Rural,2,Married,Self-employed,4,Rent,Single-family home,Male,Public transit,67362
25,Bachelor's,Healthcare,3,Suburban,48,Married,Self-employed,5,Rent,Apartment,Female,Public transit,5176465
23,Doctorate,Healthcare,4,Urban,24,Single,Self-employed,3,Rent,Single-family home,Female,Biking,67898
30,Master's,Healthcare,4,Urban,32,Married,Full-time,3,Own,Apartment,Male,Car,68242
40,High School,Finance,1,Suburban,39,Married,Full-time,6,Rent,Townhouse,Female,Car,72736
23,Doctorate,Finance,4,Suburban,37,Single,Self-employed,5,Own,Single-family home,Male,Biking,74128
44,High School,Technology,4,Suburban,12,Married,Full-time,4,Rent,Single-family home,Male,Public transit,59242
70,High School,Education,5,Suburban,15,Married,Full-time,3,Rent,Single-family home,Female,Walking,73190
49,Master's,Technology,3,Urban,3,Married,Self-employed,5,Rent,Townhouse,Female,Biking,4378293
46,High School,Education,1,Urban,40,Single,Full-time,5,Own,Single-family home,Female,Car,69004
33,Bachelor's,Education,2,Urban,36,Married,Part-time,7,Rent,Apartment,Female,Car,69882
20,Bachelor's,Finance,1,Suburban,21,Divorced,Part-time,6,Own,Single-family home,Male,Car,71056
24,Bachelor's,Technology,5,Urban,3,Married,Self-employed,6,Rent,Single-family home,Male,Public transit,40919
69,Bachelor's,Finance,3,Urban,28,Divorced,Self-employed,5,Own,Apartment,Female,Biking,72978
48,Bachelor's,Healthcare,2,Suburban,43,Divorced,Part-time,4,Rent,Townhouse,Male,Public transit,5853012
20,High School,Finance,3,Urban,27,Married,Part-time,2,Rent,Apartment,Male,Public transit,59250
48,Bachelor's,Technology,4,Suburban,13,Married,Full-time,1,Own,Apartment,Female,Walking,5406118
53,Bachelor's,Finance,5,Urban,6,Married,Full-time,2,Rent,Single-family home,Female,Public transit,142311
56,High School,Healthcare,2,Urban,24,Single,Self-employed,1,Rent,Apartment,Female,Biking,328368
64,Master's,Healthcare,1,Urban,25,Single,Self-employed,3,Own,Single-family home,Male,Car,139347
44,Doctorate,Finance,0,Urban,23,Married,Full-time,6,Own,Single-family home,Female,Biking,70966
26,Bachelor's,Healthcare,5,Urban,30,Single,Self-employed,6,Own,Apartment,Female,Public transit,71888
45,Bachelor's,Finance,3,Urban,12,Married,Full-time,4,Own,Single-family home,Female,Walking,65334
23,High School,Others,4,Urban,0,Single,Self-employed,7,Rent,Single-family home,Male,Public transit,66004
48,Bachelor's,Education,5,Urban,21,Divorced,Full-time,3,Rent,Townhouse,Female,Biking,168842
34,High School,Healthcare,4,Urban,18,Divorced,Full-time,3,Rent,Single-family home,Male,Car,39443
40,Bachelor's,Finance,2,Suburban,14,Married,Part-time,4,Own,Single-family home,Male,Biking,71098
48,Bachelor's,Education,1,Suburban,15,Married,Part-time,3,Own,Single-family home,Male,Car,2985996
39,High School,Education,2,Suburban,2,Married,Part-time,2,Own,Single-family home,Female,Biking,315391
23,High School,Technology,2,Suburban,21,Married,Full-time,7,Own,Apartment,Male,Walking,67930
28,Bachelor's,Healthcare,5,Urban,23,Single,Self-employed,1,Own,Apartment,Male,Public transit,75042
31,Bachelor's,Healthcare,0,Rural,23,Single,Full-time,7,Own,Apartment,Female,Public transit,2692458
41,Master's,Education,3,Urban,37,Married,Part-time,2,Own,Apartment,Male,Public transit,67354
54,High School,Finance,5,Urban,32,Married,Self-employed,6,Own,Single-family home,Female,Car,39500
40,Bachelor's,Education,2,Urban,20,Married,Full-time,2,Rent,Townhouse,Female,Car,729029
58,Bachelor's,Healthcare,3,Suburban,15,Single,Full-time,1,Rent,Single-family home,Male,Car,184483
58,Bachelor's,Healthcare,4,Urban,49,Single,Full-time,5,Own,Single-family home,Male,Car,66514
43,High School,Finance,2,Urban,23,Single,Full-time,1,Own,Apartment,Female,Public transit,74094
54,High School,Others,5,Urban,3,Single,Part-time,5,Own,Single-family home,Male,Public transit,68310
54,Bachelor's,Education,3,Urban,4,Married,Self-employed,4,Rent,Townhouse,Male,Public transit,35854
19,Bachelor's,Others,1,Rural,36,Single,Full-time,1,Rent,Single-family home,Male,Biking,994853
59,High School,Finance,3,Suburban,11,Married,Self-employed,3,Rent,Townhouse,Male,Public transit,71674
35,Master's,Finance,3,Urban,23,Married,Part-time,7,Rent,Single-family home,Female,Public transit,5956151
60,Master's,Technology,1,Urban,5,Married,Self-employed,4,Rent,Single-family home,Male,Car,67686
39,Master's,Education,0,Urban,33,Single,Part-time,1,Rent,Townhouse,Female,Car,4646350
39,Bachelor's,Technology,1,Suburban,24,Divorced,Part-time,5,Rent,Townhouse,Female,Car,73926
48,Bachelor's,Technology,5,Rural,14,Single,Self-employed,5,Rent,Single-family home,Female,Car,1167814
70,High School,Others,0,Suburban,26,Married,Full-time,1,Own,Apartment,Male,Biking,5257109
33,Bachelor's,Healthcare,5,Suburban,35,Single,Part-time,7,Rent,Townhouse,Male,Car,862987
23,Bachelor's,Education,0,Urban,33,Single,Part-time,7,Rent,Apartment,Female,Car,70320
32,Doctorate,Finance,5,Urban,32,Single,Self-employed,4,Rent,Apartment,Male,Walking,65570
33,Bachelor's,Healthcare,3,Urban,42,Married,Full-time,1,Own,Single-family home,Female,Biking,71972
25,High School,Technology,1,Urban,38,Single,Self-employed,2,Rent,Apartment,Male,Biking,68592
61,Bachelor's,Others,5,Urban,41,Married,Full-time,6,Own,Apartment,Male,Car,67152
52,Doctorate,Technology,4,Rural,5,Married,Self-employed,1,Rent,Single-family home,Female,Public transit,70664
55,High School,Technology,5,Rural,0,Married,Part-time,3,Own,Apartment,Female,Public transit,74184
61,Bachelor's,Technology,5,Rural,39,Married,Self-employed,3,Own,Apartment,Male,Public transit,73806
36,Bachelor's,Technology,2,Urban,25,Single,Self-employed,3,Own,Apartment,Male,Biking,66232
25,Bachelor's,Technology,2,Rural,12,Married,Part-time,3,Own,Single-family home,Male,Car,602178
50,High School,Technology,3,Rural,9,Married,Self-employed,3,Own,Single-family home,Female,Public transit,901570
66,Master's,Technology,4,Urban,48,Married,Part-time,5,Rent,Single-family home,Male,Public transit,5875038
41,High School,Education,0,Rural,24,Single,Self-employed,5,Own,Apartment,Female,Biking,1482244
41,High School,Technology,2,Urban,42,Married,Full-time,7,Rent,Apartment,Male,Car,1011213
21,Master's,Education,2,Rural,11,Single,Self-employed,6,Own,Single-family home,Male,Public transit,4426165
20,High School,Healthcare,2,Urban,43,Married,Self-employed,1,Rent,Apartment,Female,Public transit,1678719
69,Bachelor's,Others,5,Urban,48,Single,Part-time,2,Own,Single-family home,Female,Public transit,75222
66,High School,Others,1,Urban,0,Married,Part-time,4,Rent,Single-family home,Female,Car,74340
58,High School,Education,1,Urban,35,Married,Full-time,4,Own,Single-family home,Male,Biking,66342
39,Bachelor's,Education,4,Suburban,37,Single,Part-time,3,Own,Apartment,Male,Walking,380121
24,Bachelor's,Healthcare,4,Urban,30,Married,Part-time,2,Own,Apartment,Female,Public transit,9992571
29,Doctorate,Others,2,Suburban,11,Married,Self-employed,7,Own,Apartment,Male,Public transit,66654
23,Bachelor's,Healthcare,4,Urban,36,Married,Full-time,2,Own,Single-family home,Female,Car,70640
48,Bachelor's,Technology,1,Urban,44,Married,Self-employed,2,Rent,Apartment,Male,Public transit,72022
30,High School,Technology,1,Urban,10,Single,Part-time,5,Own,Single-family home,Female,Biking,74776
37,Bachelor's,Education,1,Urban,40,Married,Self-employed,7,Own,Apartment,Male,Public transit,73654
55,High School,Education,1,Urban,11,Single,Self-employed,2,Own,Single-family home,Female,Public transit,73202
59,High School,Education,5,Urban,36,Married,Full-time,1,Own,Single-family home,Male,Walking,67860
41,High School,Finance,3,Suburban,41,Single,Part-time,6,Rent,Apartment,Male,Public transit,257175
62,High School,Education,4,Urban,46,Married,Part-time,5,Own,Single-family home,Female,Car,68076
63,High School,Finance,3,Urban,5,Single,Full-time,2,Rent,Single-family home,Male,Public transit,33945
24,Bachelor's,Technology,4,Urban,7,Single,Full-time,5,Rent,Single-family home,Female,Public transit,86658
68,Master's,Technology,5,Urban,48,Single,Full-time,5,Own,Apartment,Female,Public transit,67952
49,Bachelor's,Education,4,Urban,35,Single,Part-time,4,Rent,Single-family home,Male,Public transit,74044
53,Master's,Education,3,Urban,0,Divorced,Part-time,7,Own,Single-family home,Male,Biking,68274
51,Bachelor's,Healthcare,4,Urban,47,Married,Self-employed,3,Own,Single-family home,Male,Car,67900
59,Master's,Education,1,Rural,16,Married,Full-time,7,Own,Apartment,Male,Biking,488418
57,Master's,Healthcare,5,Urban,45,Married,Self-employed,1,Own,Single-family home,Male,Public transit,50358
67,High School,Healthcare,3,Urban,47,Single,Self-employed,4,Own,Single-family home,Female,Walking,71848
34,High School,Healthcare,4,Suburban,48,Married,Full-time,7,Own,Apartment,Female,Public transit,66872
57,Bachelor's,Education,5,Urban,12,Single,Self-employed,6,Own,Apartment,Female,Biking,3672512
42,Bachelor's,Healthcare,5,Urban,0,Divorced,Full-time,4,Rent,Single-family home,Male,Public transit,71050
53,Doctorate,Healthcare,4,Urban,34,Married,Part-time,1,Own,Apartment,Male,Car,75408
28,Doctorate,Healthcare,0,Suburban,10,Married,Part-time,3,Own,Townhouse,Female,Biking,75847
35,Master's,Education,0,Urban,0,Married,Full-time,4,Rent,Townhouse,Female,Biking,67770
32,Bachelor's,Healthcare,2,Suburban,5,Single,Full-time,3,Own,Townhouse,Male,Biking,70596
66,Bachelor's,Technology,3,Urban,7,Single,Part-time,1,Rent,Single-family home,Female,Public transit,65862
60,Doctorate,Healthcare,2,Urban,29,Single,Part-time,2,Own,Apartment,Male,Car,64938
50,Doctorate,Education,3,Urban,18,Single,Full-time,1,Own,Apartment,Male,Car,73990
36,High School,Technology,4,Suburban,7,Married,Full-time,3,Own,Apartment,Female,Walking,205362
65,High School,Education,2,Urban,40,Married,Full-time,7,Rent,Single-family home,Female,Public transit,264346
32,Bachelor's,Finance,0,Rural,16,Married,Full-time,6,Own,Single-family home,Male,Biking,67452
40,Bachelor's,Technology,0,Rural,28,Married,Self-employed,6,Rent,Townhouse,Female,Car,71678
43,High School,Healthcare,2,Suburban,50,Divorced,Full-time,2,Own,Apartment,Male,Biking,69522
36,Bachelor's,Others,2,Rural,37,Single,Full-time,3,Rent,Single-family home,Male,Car,401941
23,Master's,Education,4,Urban,40,Married,Full-time,5,Own,Single-family home,Male,Public transit,74060
62,High School,Education,5,Urban,43,Married,Full-time,3,Own,Apartment,Female,Car,68902
19,Bachelor's,Finance,0,Urban,20,Married,Part-time,3,Own,Single-family home,Male,Walking,73396
55,Doctorate,Finance,5,Suburban,20,Married,Full-time,7,Own,Apartment,Male,Walking,217756
28,High School,Healthcare,5,Urban,5,Single,Self-employed,6,Own,Apartment,Male,Public transit,284420
27,Bachelor's,Technology,1,Urban,31,Single,Self-employed,1,Own,Apartment,Female,Public transit,69076
69,Master's,Healthcare,0,Suburban,35,Married,Full-time,6,Own,Single-family home,Female,Car,69546
70,Bachelor's,Education,5,Urban,37,Married,Part-time,5,Own,Single-family home,Male,Car,66512
62,High School,Technology,3,Rural,11,Single,Full-time,1,Own,Apartment,Male,Biking,46544
31,Bachelor's,Technology,2,Urban,0,Married,Self-employed,4,Rent,Single-family home,Female,Biking,65464
24,Master's,Healthcare,3,Suburban,10,Married,Full-time,1,Rent,Single-family home,Male,Biking,197903
33,Bachelor's,Healthcare,0,Urban,27,Single,Part-time,6,Rent,Single-family home,Male,Biking,513348
37,Bachelor's,Healthcare,4,Urban,10,Married,Part-time,4,Own,Apartment,Female,Car,301715
42,High School,Healthcare,0,Urban,23,Married,Part-time,5,Own,Apartment,Male,Public transit,66646
63,Bachelor's,Education,2,Urban,13,Single,Full-time,5,Own,Single-family home,Male,Walking,70980
43,Bachelor's,Education,2,Urban,24,Single,Part-time,2,Own,Single-family home,Female,Car,67604
68,Bachelor's,Technology,1,Rural,50,Single,Full-time,3,Own,Apartment,Female,Public transit,73336
61,Doctorate,Technology,4,Urban,13,Married,Part-time,7,Own,Single-family home,Female,Walking,137335
43,High School,Finance,1,Rural,1,Married,Full-time,4,Own,Apartment,Male,Public transit,68794
64,Bachelor's,Technology,4,Urban,38,Married,Full-time,7,Rent,Apartment,Female,Car,841610
48,Bachelor's,Healthcare,1,Suburban,21,Married,Full-time,3,Own,Apartment,Female,Public transit,73702
61,Bachelor's,Others,1,Urban,48,Married,Full-time,4,Own,Townhouse,Female,Public transit,31707
29,Bachelor's,Healthcare,1,Urban,27,Married,Self-employed,3,Rent,Single-family home,Male,Walking,68286
59,Bachelor's,Education,3,Urban,37,Married,Full-time,3,Own,Single-family home,Female,Car,68594
44,Master's,Technology,5,Urban,26,Married,Self-employed,3,Own,Townhouse,Male,Public transit,1435645
49,Bachelor's,Finance,2,Urban,3,Married,Part-time,7,Rent,Townhouse,Male,Car,145335
61,Bachelor's,Technology,5,Urban,34,Married,Full-time,1,Own,Townhouse,Male,Public transit,66356
31,Bachelor's,Others,1,Urban,26,Single,Part-time,3,Own,Apartment,Female,Walking,9121109
60,High School,Others,3,Urban,32,Divorced,Part-time,2,Own,Townhouse,Female,Public transit,69238
56,Bachelor's,Technology,1,Urban,15,Married,Part-time,4,Own,Single-family home,Female,Car,68430
41,Bachelor's,Finance,5,Rural,6,Married,Self-employed,4,Own,Apartment,Female,Car,725858
64,Bachelor's,Finance,3,Urban,46,Single,Full-time,3,Own,Single-family home,Female,Public transit,160961
34,High School,Technology,3,Suburban,17,Married,Part-time,5,Own,Single-family home,Male,Walking,4844569
46,Master's,Technology,5,Urban,15,Married,Full-time,2,Own,Apartment,Female,Car,75100
47,Bachelor's,Healthcare,3,Urban,26,Divorced,Self-employed,3,Own,Single-family home,Female,Biking,65148
34,Master's,Finance,2,Urban,2,Married,Part-time,3,Own,Single-family home,Male,Public transit,69730
60,High School,Technology,1,Urban,29,Single,Part-time,5,Rent,Single-family home,Male,Biking,718841
42,Bachelor's,Others,1,Urban,37,Single,Full-time,6,Own,Single-family home,Male,Biking,69708
27,Bachelor's,Education,5,Urban,22,Single,Self-employed,6,Own,Townhouse,Male,Public transit,66950
45,Bachelor's,Technology,4,Urban,17,Single,Part-time,1,Rent,Townhouse,Male,Walking,395800
43,High School,Technology,0,Urban,46,Divorced,Full-time,5,Own,Single-family home,Female,Car,32230
40,Bachelor's,Others,2,Suburban,36,Married,Self-employed,4,Own,Apartment,Female,Public transit,73198
34,Bachelor's,Healthcare,5,Suburban,8,Single,Part-time,2,Own,Apartment,Male,Public transit,66992
41,High School,Healthcare,0,Urban,24,Married,Self-employed,4,Own,Single-family home,Male,Public transit,74582
19,Bachelor's,Technology,0,Urban,43,Married,Part-time,3,Own,Apartment,Male,Public transit,66146
64,Master's,Education,3,Urban,4,Married,Full-time,2,Own,Single-family home,Female,Public transit,3166900
18,Bachelor's,Others,4,Urban,23,Divorced,Full-time,4,Own,Apartment,Male,Public transit,5654580
24,Bachelor's,Healthcare,1,Urban,31,Married,Part-time,1,Own,Townhouse,Male,Car,74648
57,Bachelor's,Others,1,Urban,45,Married,Full-time,5,Rent,Single-family home,Female,Car,3763947
28,High School,Healthcare,1,Urban,19,Divorced,Part-time,5,Own,Apartment,Male,Public transit,6688433
38,Master's,Education,0,Urban,3,Divorced,Full-time,4,Rent,Apartment,Female,Public transit,73146
66,Bachelor's,Healthcare,5,Urban,19,Married,Part-time,6,Own,Single-family home,Female,Car,73750
42,High School,Others,2,Urban,28,Married,Self-employed,7,Own,Apartment,Female,Biking,75412
67,Bachelor's,Healthcare,3,Urban,44,Single,Full-time,4,Rent,Apartment,Female,Public transit,410272
32,Master's,Finance,1,Rural,12,Married,Self-employed,5,Rent,Apartment,Female,Public transit,70852
38,High School,Finance,5,Urban,42,Single,Full-time,3,Own,Apartment,Male,Car,67886
45,High School,Finance,2,Urban,27,Married,Part-time,1,Own,Apartment,Female,Public transit,72572
21,High School,Healthcare,3,Urban,13,Married,Full-time,3,Rent,Apartment,Male,Public transit,75232
51,Bachelor's,Technology,1,Suburban,1,Single,Full-time,4,Own,Apartment,Male,Car,99759
47,Doctorate,Education,3,Urban,3,Single,Full-time,1,Rent,Single-family home,Female,Walking,816578
66,Bachelor's,Healthcare,0,Urban,28,Married,Full-time,5,Own,Single-family home,Female,Public transit,74296
38,High School,Technology,5,Urban,33,Single,Full-time,5,Rent,Apartment,Female,Public transit,123100
49,High School,Finance,3,Urban,36,Married,Full-time,5,Rent,Single-family home,Male,Biking,65534
42,Bachelor's,Others,4,Urban,17,Single,Full-time,7,Own,Apartment,Female,Public transit,2290589
18,High School,Healthcare,0,Urban,41,Single,Self-employed,6,Own,Apartment,Female,Car,67142
20,Bachelor's,Education,1,Urban,23,Divorced,Part-time,6,Own,Single-family home,Male,Biking,72584
28,Bachelor's,Healthcare,0,Urban,19,Married,Part-time,5,Own,Single-family home,Female,Public transit,73572
68,Bachelor's,Education,4,Urban,25,Married,Part-time,7,Own,Apartment,Male,Car,769391
68,Bachelor's,Education,1,Urban,43,Married,Self-employed,6,Own,Apartment,Male,Car,65068
25,High School,Finance,4,Urban,20,Married,Self-employed,5,Own,Apartment,Male,Biking,74322
63,Bachelor's,Technology,2,Urban,24,Divorced,Self-employed,5,Own,Townhouse,Female,Car,1281092
27,High School,Others,1,Suburban,47,Married,Full-time,4,Rent,Townhouse,Female,Walking,66992
18,Bachelor's,Healthcare,5,Urban,36,Divorced,Part-time,6,Rent,Apartment,Female,Walking,69240
64,High School,Healthcare,4,Suburban,40,Single,Part-time,3,Own,Apartment,Female,Car,949028
63,Bachelor's,Healthcare,5,Urban,37,Married,Part-time,7,Own,Apartment,Male,Public transit,73074
33,High School,Finance,2,Urban,33,Single,Full-time,5,Own,Single-family home,Male,Car,65510
47,High School,Finance,1,Rural,48,Married,Part-time,5,Own,Single-family home,Female,Car,68820
64,High School,Healthcare,5,Suburban,26,Married,Full-time,7,Own,Apartment,Male,Car,1543835
69,Bachelor's,Healthcare,1,Suburban,42,Married,Full-time,2,Rent,Single-family home,Male,Public transit,67768
43,High School,Healthcare,4,Urban,31,Single,Part-time,6,Own,Apartment,Female,Walking,2784156
40,High School,Healthcare,0,Suburban,8,Single,Full-time,3,Rent,Townhouse,Male,Car,395367
36,High School,Technology,4,Rural,47,Divorced,Full-time,7,Own,Apartment,Male,Public transit,3246147
70,Bachelor's,Others,3,Urban,31,Married,Part-time,5,Own,Apartment,Female,Public transit,2709594
43,Master's,Others,3,Urban,1,Married,Self-employed,6,Own,Apartment,Male,Public transit,118606
48,High School,Healthcare,0,Urban,1,Single,Part-time,3,Own,Apartment,Male,Car,72142
35,Bachelor's,Healthcare,2,Urban,38,Divorced,Full-time,6,Own,Apartment,Female,Public transit,65978
38,High School,Healthcare,5,Urban,20,Divorced,Full-time,4,Own,Single-family home,Female,Walking,75302
39,Bachelor's,Others,0,Urban,7,Single,Full-time,1,Own,Single-family home,Male,Public transit,69334
38,Master's,Technology,4,Suburban,41,Married,Self-employed,7,Rent,Single-family home,Female,Walking,74512
63,Bachelor's,Education,3,Urban,48,Married,Self-employed,7,Own,Single-family home,Female,Public transit,66260
53,High School,Healthcare,4,Urban,36,Married,Part-time,5,Own,Apartment,Male,Public transit,4535096
30,Bachelor's,Technology,4,Suburban,35,Married,Part-time,1,Rent,Apartment,Female,Biking,88269
25,Bachelor's,Technology,1,Urban,21,Single,Self-employed,6,Own,Single-family home,Male,Public transit,139185
64,High School,Finance,1,Urban,40,Single,Part-time,5,Own,Apartment,Female,Public transit,69206
69,High School,Technology,0,Rural,28,Single,Self-employed,6,Own,Single-family home,Female,Car,67470
35,Master's,Technology,1,Rural,40,Married,Full-time,6,Own,Apartment,Female,Public transit,73996
67,Bachelor's,Healthcare,5,Urban,19,Single,Part-time,4,Own,Townhouse,Female,Public transit,74754
52,High School,Others,3,Urban,25,Single,Full-time,7,Rent,Apartment,Male,Car,75428
65,Bachelor's,Healthcare,2,Urban,13,Single,Full-time,2,Rent,Single-family home,Female,Biking,224095
50,Master's,Healthcare,5,Suburban,37,Married,Self-employed,1,Rent,Single-family home,Male,Public transit,66846
